acc_x,acc_y,acc_z,acc_magnitude,acc_variance,temperature,temp_deviation,heart_rate,respiration_rate,activity_index,rumination_rate,hr_rolling_std,hr_rolling_range,activity_rolling_std,activity_rolling_range,movement_consistency,resp_hr_ratio,health_state,health_label
0.1197,-0.0968,9.8129,9.8141,0.056181,38.09,0.51,64.4,24.1,0.2194,62.4,6.4984,24.49,0.3236,1.5656,45.3774,0.3738,0,Healthy
-0.0004,0.0324,9.7437,9.7438,0.001267,36.51,2.09,75.4,13.0,0.099,13.4,18.909,71.36,0.2498,1.263,170.5913,0.1719,1,Sick
-0.029,0.0191,9.8164,9.8165,3.6e-05,37.84,0.76,50.7,12.1,0.0546,22.4,1.7014,5.28,0.0135,0.0414,1408.1301,0.2382,3,Inactive
0.1724,0.1058,9.7538,9.7559,0.026336,38.8,0.2,42.4,27.5,0.3345,70.4,8.0993,37.44,0.2702,0.9209,53.3049,0.648,0,Healthy
0.2017,-0.1124,9.7688,9.7716,0.035258,38.73,0.13,62.6,25.8,0.3553,59.7,5.7912,21.74,0.258,1.0057,50.2276,0.4113,0,Healthy
0.8386,0.0482,9.604,9.6407,0.017988,38.38,0.22,68.9,25.2,1.0928,56.3,7.787,30.15,0.2662,1.1578,51.6886,0.365,0,Healthy
0.0046,0.018,9.8125,9.8125,0.000177,38.07,0.53,51.1,15.1,0.0251,31.5,3.9452,19.35,0.0135,0.0591,765.6559,0.2949,3,Inactive
0.0103,0.0172,9.8194,9.8194,8.5e-05,37.86,0.74,47.1,11.9,0.0369,20.4,3.6863,14.19,0.016,0.0622,904.4306,0.2533,3,Inactive
0.0004,0.0197,9.8197,9.8197,1.9e-05,37.76,0.84,40.5,12.7,0.0298,20.9,4.2809,15.47,0.0152,0.0509,1041.4716,0.3128,3,Inactive
-0.2619,-0.0792,9.859,9.8628,0.060912,38.92,0.32,59.0,23.8,0.3901,49.1,6.419,25.5,0.3325,1.3367,39.3001,0.4044,0,Healthy
-0.0308,0.0403,9.9138,9.9139,0.022828,38.46,0.14,62.0,23.7,0.1749,55.1,5.8002,29.21,0.3039,1.2077,52.9262,0.3817,0,Healthy
0.0125,0.0239,9.8109,9.8109,8.6e-05,38.01,0.59,42.8,14.9,0.0373,25.3,4.379,15.65,0.0211,0.0846,841.0794,0.3475,3,Inactive
0.4507,0.2392,9.1874,9.2016,0.159262,39.45,0.85,81.9,41.6,1.3125,38.0,11.7155,55.67,0.8112,3.1725,24.1253,0.5083,2,Stressed
1.0721,1.4075,10.4202,10.5693,0.230981,39.92,1.32,110.9,35.7,3.0897,10.8,9.5834,43.68,0.6607,2.8814,19.6685,0.3223,2,Stressed
0.4513,-0.0053,9.8007,9.8111,0.03897,39.11,0.51,65.6,30.6,0.4659,45.1,7.479,32.02,0.3098,1.043,49.901,0.4658,0,Healthy
0.3151,0.1306,9.7585,9.7645,0.008735,38.56,0.04,66.7,20.2,0.4972,62.5,6.6834,29.84,0.2686,1.1281,52.9325,0.3024,0,Healthy
0.2613,0.0225,9.7635,9.7671,0.002567,36.85,1.75,89.5,9.9,0.3302,0.8,16.5335,67.19,0.4076,2.0749,187.0827,0.1102,1,Sick
0.0142,0.0089,9.8111,9.8112,0.000138,38.04,0.56,51.3,17.3,0.0242,18.6,4.5567,18.74,0.0174,0.0639,946.2791,0.3364,3,Inactive
-0.839,0.0676,9.7335,9.7699,0.003565,36.84,1.76,85.3,12.3,0.983,19.4,21.6937,71.28,0.1799,0.9292,176.8881,0.1438,1,Sick
-0.4152,-0.9454,9.8747,9.9285,0.139275,39.18,0.58,90.7,41.2,1.4253,31.6,10.0046,37.85,0.6776,2.6576,26.5223,0.4544,2,Stressed
0.0094,0.0075,9.8173,9.8173,0.00017,37.74,0.86,49.2,12.2,0.0242,22.2,4.3336,15.68,0.0189,0.0701,828.313,0.2476,3,Inactive
-0.0425,-0.0705,9.8519,9.8523,0.003336,36.72,1.88,104.3,45.6,0.155,20.0,17.0967,66.06,0.4381,2.1244,184.1992,0.4373,1,Sick
1.7335,-0.0445,9.8013,9.9535,0.035614,39.79,1.19,80.5,36.4,1.7867,47.7,10.7259,41.47,0.8277,3.0721,28.599,0.4524,2,Stressed
0.0338,0.1502,9.7823,9.7835,0.000956,41.33,2.73,110.5,36.9,0.2118,5.1,19.7046,89.69,0.1185,0.6032,199.1928,0.3336,1,Sick
0.9833,-0.0028,9.3816,9.433,0.109954,38.67,0.07,104.3,42.0,1.4144,21.3,9.0759,39.25,0.7217,2.9093,24.3333,0.4029,2,Stressed
0.0016,0.0114,9.8258,9.8258,0.000148,37.79,0.81,57.6,13.4,0.0288,20.9,4.7522,24.26,0.0168,0.0851,783.7847,0.2328,3,Inactive
0.2179,-0.113,9.4541,9.4573,0.043058,38.3,0.3,68.1,19.8,0.6868,52.0,5.9651,22.91,0.2342,0.9832,53.1842,0.2905,0,Healthy
-0.3198,-0.2861,9.3899,9.3997,0.270841,40.01,1.41,82.1,45.7,1.026,42.5,8.8895,34.83,0.6428,2.7632,22.9191,0.5566,2,Stressed
0.4181,0.2658,9.2552,9.2685,0.067712,38.72,0.12,63.7,20.5,1.2386,59.7,5.9581,22.8,0.3505,1.2353,44.1394,0.3212,0,Healthy
0.1537,0.4328,9.8896,9.9003,0.052987,38.36,0.24,51.5,18.0,0.6661,52.7,8.0766,29.63,0.2535,0.95,51.1468,0.3489,0,Healthy
0.0004,0.0027,9.8046,9.8046,9e-05,38.19,0.41,47.8,7.7,0.0086,20.3,3.4656,15.11,0.0185,0.0849,822.5665,0.1605,3,Inactive
0.1738,-0.0853,9.7119,9.7138,0.002252,37.34,1.26,78.9,48.5,0.3572,15.9,14.4164,61.75,0.1941,0.7973,159.7164,0.614,1,Sick
0.0343,0.0117,9.8176,9.8176,0.002156,40.57,1.97,69.9,11.5,0.0537,14.5,20.2496,84.76,0.3927,1.4931,183.8091,0.1639,1,Sick
0.1378,0.1229,9.9238,9.9255,0.00453,40.56,1.96,86.1,14.0,0.3746,22.4,18.4067,75.68,0.1345,0.6347,168.1535,0.1624,1,Sick
0.045,-0.0039,9.8196,9.8197,8.7e-05,37.91,0.69,43.9,14.1,0.0585,21.5,4.3183,16.38,0.0192,0.0679,1128.7631,0.3204,3,Inactive
0.0748,0.0377,9.9068,9.9072,0.00231,36.84,1.76,71.1,50.4,0.2094,11.7,20.7287,70.16,0.1668,0.9292,169.5228,0.7093,1,Sick
0.3524,0.1696,9.9646,9.9723,0.087364,38.28,0.32,61.0,25.4,0.6766,64.9,5.7232,28.19,0.3788,1.5586,43.9773,0.4159,0,Healthy
0.1698,0.0903,9.8227,9.8246,0.001731,40.03,1.43,73.0,6.8,0.2728,15.8,15.6858,53.83,0.2859,1.2476,178.1684,0.0935,1,Sick
0.1907,0.1423,10.0051,10.008,0.042909,38.58,0.02,67.6,27.0,0.5281,74.5,7.3063,36.44,0.3346,1.4734,48.5603,0.3994,0,Healthy
0.0104,0.118,9.7902,9.7909,0.003844,40.81,2.21,88.9,42.0,0.1482,22.4,15.936,70.53,0.1751,0.8739,201.7103,0.4731,1,Sick
1.0439,-0.1371,9.6655,9.7226,0.402119,39.14,0.54,109.9,54.3,1.3255,51.6,9.3994,39.72,0.7321,3.2298,17.7745,0.4944,2,Stressed
-0.0246,0.0106,9.8118,9.8118,0.000228,38.06,0.54,44.3,14.7,0.037,17.3,3.8141,17.47,0.0166,0.0589,805.5736,0.3327,3,Inactive
0.5621,0.3289,10.2145,10.2353,0.042717,38.28,0.32,64.8,22.9,1.2956,45.8,6.5002,22.34,0.347,1.4899,45.3464,0.3539,0,Healthy
0.4243,-0.403,9.7573,9.7749,0.001986,37.27,1.33,90.5,33.6,0.88,11.3,17.1523,83.27,0.3109,1.3344,272.3277,0.3715,1,Sick
0.0311,-0.0021,9.8077,9.8078,0.000132,37.78,0.82,43.2,13.0,0.0354,24.9,3.7563,12.86,0.0159,0.0588,921.6322,0.3008,3,Inactive
-0.1324,0.0915,9.8957,9.897,0.049633,38.51,0.09,71.7,18.2,0.3096,80.0,6.5633,22.67,0.3105,1.3625,53.672,0.2532,0,Healthy
0.0184,0.0083,9.7917,9.7917,0.000108,37.79,0.81,50.4,13.8,0.0451,20.1,3.8733,16.34,0.016,0.0632,864.1898,0.274,3,Inactive
0.1927,-0.0554,9.5621,9.5642,0.030316,39.13,0.53,54.1,22.6,0.496,63.6,6.6751,23.97,0.2912,1.038,45.2659,0.4185,0,Healthy
0.0205,0.0106,9.7997,9.7998,8.9e-05,37.77,0.83,51.6,17.6,0.0413,16.1,3.6385,13.59,0.0163,0.0563,1029.2622,0.3414,3,Inactive
0.6487,-0.0076,10.0567,10.0776,0.028583,38.56,0.04,61.3,22.8,0.9031,56.4,6.7651,29.84,0.2882,1.1281,54.7337,0.3715,0,Healthy
0.1028,0.0285,9.7671,9.7677,0.003413,36.7,1.9,108.6,41.6,0.1742,3.2,15.8107,64.66,0.2399,1.101,147.1452,0.3833,1,Sick
0.0229,0.0021,9.8125,9.8125,0.000141,38.19,0.41,43.2,13.5,0.0275,18.9,4.7989,24.26,0.0164,0.0851,808.44,0.3131,3,Inactive
-1.2523,0.4487,8.7086,8.8096,0.362449,39.35,0.75,124.5,43.3,2.8023,39.9,9.2135,37.25,0.7057,2.4315,19.3261,0.3475,2,Stressed
0.0152,0.0171,9.8092,9.8093,5e-05,37.84,0.76,45.7,14.5,0.033,23.9,4.4694,16.21,0.0143,0.0549,1035.8608,0.3166,3,Inactive
-0.8565,0.33,10.0768,10.1185,0.292861,39.48,0.88,111.9,39.7,1.4533,33.9,8.2653,32.82,0.7835,3.3025,22.2547,0.3549,2,Stressed
-0.0445,0.0033,9.8054,9.8055,5e-05,37.97,0.63,50.0,12.5,0.0525,19.8,3.7895,15.66,0.0195,0.0686,913.9602,0.25,3,Inactive
0.0726,-0.4805,9.1814,9.1942,0.187004,39.02,0.42,105.8,38.8,1.1816,28.8,9.6259,37.66,0.7837,3.121,17.9601,0.3669,2,Stressed
0.0821,-0.6101,9.2332,9.2537,0.229724,38.5,0.1,103.1,45.7,1.269,33.2,9.6172,43.68,0.6575,2.8814,19.8827,0.4435,2,Stressed
0.0248,0.0153,9.8022,9.8023,8.8e-05,37.72,0.88,45.9,15.3,0.0478,25.4,3.9337,15.12,0.0152,0.0622,969.749,0.333,3,Inactive
0.0563,0.1388,9.8748,9.8759,0.004909,41.47,2.87,67.5,46.2,0.2599,32.1,16.3601,56.3,0.4731,1.8799,158.5493,0.6842,1,Sick
-0.0152,0.0039,9.815,9.8151,7.9e-05,37.69,0.91,48.4,14.9,0.0241,18.3,4.6068,20.36,0.0233,0.1079,942.9901,0.3082,3,Inactive
0.0991,0.8789,9.2849,9.3269,0.212942,39.45,0.85,87.7,51.3,1.5032,28.2,10.4095,42.94,0.7654,2.6914,22.2322,0.5849,2,Stressed
0.0503,0.0232,9.8179,9.8181,7.9e-05,37.95,0.65,45.6,16.9,0.0814,16.8,3.5249,14.71,0.0203,0.0862,821.9708,0.3702,3,Inactive
0.099,0.2221,9.9385,9.9414,0.023318,38.53,0.07,64.3,26.8,0.4495,51.4,6.8671,38.37,0.3962,1.6401,55.2423,0.4166,0,Healthy
0.01,0.0133,9.8087,9.8087,5.5e-05,37.62,0.98,44.9,14.0,0.0247,16.1,3.6221,18.55,0.0189,0.0659,918.0906,0.311,3,Inactive
-0.0475,0.065,9.7914,9.7917,0.002166,40.1,1.5,117.1,44.4,0.1312,11.8,18.6319,76.13,0.384,1.7709,191.9709,0.3793,1,Sick
-0.0131,-0.0081,9.806,9.806,8.8e-05,38.22,0.38,43.6,13.4,0.0252,26.7,4.2748,15.47,0.0135,0.054,975.1553,0.3069,3,Inactive
1.8421,0.5777,9.9547,10.1402,0.092246,39.31,0.71,90.9,33.2,2.5645,61.1,8.2559,26.13,0.8707,3.3873,25.577,0.3648,2,Stressed
0.6945,0.3675,9.7856,9.8171,0.001394,40.72,2.12,91.7,35.1,1.0864,12.5,19.3628,74.24,0.2458,1.0589,220.7765,0.3827,1,Sick
-0.1195,0.8864,10.1367,10.176,0.111609,38.92,0.32,86.3,39.2,1.3326,27.4,8.5866,27.36,0.5822,2.0857,20.8365,0.4541,2,Stressed
0.3122,0.1647,9.7209,9.7273,0.024232,38.38,0.22,67.4,27.0,0.566,65.3,7.4582,33.08,0.294,1.1992,43.8332,0.4003,0,Healthy
0.7208,0.0556,9.7335,9.7603,0.025588,38.53,0.07,73.9,24.4,0.8529,51.3,6.8398,30.12,0.3474,1.4362,52.0461,0.33,0,Healthy
0.6243,1.0902,10.4358,10.5111,0.228494,39.37,0.77,89.9,36.6,2.3403,6.9,8.6017,32.75,0.5982,2.7579,25.2291,0.4066,2,Stressed
0.9429,0.2977,9.7987,9.8484,0.179166,40.1,1.5,91.7,44.4,1.2519,31.9,11.1842,37.86,0.7241,2.6776,19.7999,0.484,2,Stressed
0.034,0.1184,9.8453,9.8461,0.003831,40.05,1.45,70.1,15.5,0.1876,15.0,22.1156,105.8,0.2486,1.0087,163.4901,0.2213,1,Sick
0.3184,1.1403,8.5884,8.6697,0.418283,39.85,1.25,94.5,49.6,2.6803,26.0,9.3016,39.72,0.7125,3.2298,17.6998,0.5253,2,Stressed
0.5384,0.155,9.9061,9.9219,0.048912,38.65,0.05,65.2,19.8,0.7895,67.6,6.6348,31.86,0.3119,1.5809,59.7343,0.3032,0,Healthy
0.5663,0.7603,9.7433,9.7893,0.000672,36.85,1.75,78.7,61.2,1.3933,18.6,17.4031,60.47,0.2831,1.3572,190.9043,0.7771,1,Sick
0.7797,-0.4679,9.1605,9.2055,0.287024,39.74,1.14,101.5,44.2,1.8971,33.8,8.4379,34.58,0.8877,3.3125,19.0858,0.4354,2,Stressed
0.0287,0.0285,9.8107,9.8108,0.000108,37.52,1.08,51.0,15.5,0.0579,31.5,5.2015,20.82,0.0166,0.0667,958.2789,0.3043,3,Inactive
0.0319,0.0244,9.7995,9.7996,7.5e-05,37.8,0.8,49.7,12.7,0.0667,17.2,4.1125,16.95,0.0173,0.0716,1072.6872,0.2554,3,Inactive
0.1174,0.0226,9.8466,9.8473,0.001054,37.03,1.57,91.7,52.4,0.1766,24.9,17.9292,77.33,0.3287,1.4708,216.029,0.571,1,Sick
0.1864,0.2899,9.6113,9.6175,0.031525,38.9,0.3,77.9,25.4,0.675,56.2,6.4274,24.71,0.3159,1.2304,60.4899,0.3258,0,Healthy
0.0638,-0.0119,9.8555,9.8557,0.006346,36.53,2.07,95.1,46.2,0.1212,11.8,16.3843,76.45,0.2678,1.194,167.0297,0.4863,1,Sick
-0.197,-0.2485,10.0649,10.0699,0.062066,38.52,0.08,63.2,23.2,0.7004,67.1,6.6845,24.6,0.2313,0.9784,37.4876,0.3665,0,Healthy
0.6142,0.2185,10.0949,10.116,0.052958,38.89,0.29,72.4,31.6,1.1176,59.1,6.333,29.72,0.3809,1.527,45.7584,0.4364,0,Healthy
1.662,1.4363,10.3797,10.6095,0.131393,39.5,0.9,82.5,38.7,3.6679,20.1,9.1136,47.37,0.8717,4.074,25.4234,0.4688,2,Stressed
0.1268,0.0728,9.8363,9.8374,0.003518,40.56,1.96,79.5,54.3,0.226,21.0,20.9864,75.4,0.3094,1.3138,205.8531,0.6822,1,Sick
-0.0029,0.0235,9.7401,9.7402,0.002091,37.13,1.47,88.4,44.8,0.0962,0.0,17.3894,88.65,0.374,1.7512,175.023,0.5071,1,Sick
0.0957,-0.0068,9.8216,9.822,0.002828,40.07,1.47,108.5,44.6,0.1141,13.8,19.538,69.98,0.4041,1.5448,195.7125,0.4112,1,Sick
0.0211,-0.0206,9.8174,9.8175,8.4e-05,37.77,0.83,45.7,14.7,0.0491,22.1,4.7963,22.01,0.0177,0.0737,916.4668,0.3211,3,Inactive
0.0514,0.1876,9.5316,9.5336,0.059085,38.41,0.19,47.8,20.7,0.5173,67.5,7.459,30.15,0.2961,1.311,49.9794,0.4333,0,Healthy
0.026,0.0276,9.8116,9.8116,0.000176,37.74,0.86,39.8,12.7,0.0552,18.6,4.3388,15.72,0.0188,0.0736,827.0801,0.3204,3,Inactive
1.0257,0.274,9.3434,9.4035,0.40802,39.51,0.91,96.4,36.3,1.7662,51.6,11.188,51.97,0.7686,3.279,20.4916,0.3767,2,Stressed
0.0895,-0.0053,9.7932,9.7936,0.000833,40.94,2.34,108.8,11.8,0.1117,13.3,17.6,78.77,0.0769,0.2602,187.0815,0.1082,1,Sick
0.0397,0.018,9.8143,9.8144,4e-05,38.12,0.48,48.5,11.4,0.062,30.1,4.1156,16.13,0.0164,0.0582,828.8603,0.2347,3,Inactive
0.0273,-0.0405,9.8219,9.822,0.000829,40.38,1.78,91.0,55.0,0.0796,16.0,19.7801,94.32,0.3144,1.5497,170.9185,0.6044,1,Sick
0.0188,-0.0043,9.8245,9.8245,4e-05,37.47,1.13,43.6,14.0,0.0375,28.4,3.7441,13.9,0.0179,0.0695,926.6004,0.3219,3,Inactive
0.0201,-0.0354,9.8462,9.8462,0.002525,40.42,1.82,70.5,54.5,0.0917,17.2,12.4532,44.21,0.2805,1.4376,223.6309,0.7733,1,Sick
0.0239,-0.0233,9.8054,9.8054,0.003346,41.0,2.4,86.9,44.6,0.0518,12.0,15.6441,70.78,0.3433,1.4708,201.0985,0.5133,1,Sick
0.0125,-0.0668,9.7649,9.7652,0.001502,40.51,1.91,129.2,44.9,0.1244,6.1,15.3898,60.68,0.2893,1.2241,237.9733,0.3478,1,Sick
0.1796,0.7031,10.0817,10.1078,0.272616,39.51,0.91,114.0,40.3,1.1544,25.7,7.3998,31.65,0.6987,2.9769,24.2317,0.3537,2,Stressed
-0.02,0.0116,9.8043,9.8043,5.8e-05,37.81,0.79,46.4,9.4,0.0373,24.2,3.7672,13.68,0.0157,0.0625,930.2391,0.2018,3,Inactive
-0.0138,0.0081,9.6581,9.6581,0.04214,38.75,0.15,75.8,21.7,0.1738,50.2,6.3137,27.36,0.2924,1.176,46.8345,0.2858,0,Healthy
-0.1321,0.2524,9.7356,9.7398,0.009426,38.54,0.06,67.4,15.8,0.4588,69.5,6.7295,21.33,0.3346,1.5061,57.5137,0.2348,0,Healthy
0.9878,0.4446,9.8528,9.9122,0.17753,39.27,0.67,99.2,35.9,1.4752,26.7,9.461,38.27,0.8113,3.2314,24.3265,0.3622,2,Stressed
-0.0001,-0.0054,9.8137,9.8137,7.5e-05,37.81,0.79,53.2,14.0,0.0092,27.5,3.4703,15.66,0.0188,0.0686,864.2531,0.2624,3,Inactive
0.1068,-0.0576,9.8238,9.8245,0.00086,40.73,2.13,102.0,9.6,0.1782,10.4,18.8222,85.97,0.0819,0.4517,216.1777,0.0938,1,Sick
-0.0265,0.127,9.8682,9.869,0.001116,41.11,2.51,105.3,50.4,0.2118,15.2,21.1689,91.69,0.2965,1.1271,264.6338,0.4785,1,Sick
-0.6048,-0.1917,9.7713,9.7919,0.035361,38.7,0.1,56.7,20.5,0.8351,51.5,7.2482,25.0,0.3484,1.2923,49.7109,0.3618,0,Healthy
0.0325,0.0026,9.8206,9.8207,0.000529,37.09,1.51,91.1,51.4,0.0457,10.8,19.7748,73.46,0.4235,1.4343,213.1122,0.5637,1,Sick
-0.0036,0.0352,9.7943,9.7944,0.000113,37.72,0.88,45.4,10.8,0.0545,38.4,4.065,16.42,0.0165,0.0674,914.4264,0.2379,3,Inactive
0.0211,0.0025,9.8286,9.8287,0.000132,38.48,0.12,52.4,17.2,0.0422,24.6,3.9261,14.27,0.0176,0.0656,879.4912,0.3288,3,Inactive
0.0139,-0.0041,9.7889,9.7889,0.000242,37.73,0.87,45.4,14.6,0.0391,19.9,3.978,18.3,0.0163,0.0626,861.945,0.3215,3,Inactive
-0.2885,-0.2206,9.753,9.7598,0.067163,38.82,0.22,71.0,29.8,0.5661,55.6,8.5366,35.17,0.2651,1.0306,45.9687,0.4193,0,Healthy
0.3919,1.3416,9.1911,9.2968,0.088824,39.84,1.24,96.2,35.1,2.3524,31.7,9.2619,40.47,0.4941,2.0858,28.1139,0.3643,2,Stressed
0.0152,-0.0016,9.8113,9.8113,2.6e-05,37.95,0.65,57.3,11.5,0.0181,26.8,4.396,16.69,0.0161,0.0526,970.3975,0.2006,3,Inactive
0.3679,0.0969,9.6855,9.693,0.038965,38.92,0.32,74.1,22.4,0.5893,45.4,5.6619,24.46,0.2732,1.2878,49.4605,0.3024,0,Healthy
-0.8456,-0.0801,9.3962,9.4345,0.232292,39.5,0.9,87.5,47.6,1.3395,15.9,9.531,40.73,0.5637,2.6749,24.6701,0.5439,2,Stressed
1.2885,-0.913,9.827,9.9531,0.15888,38.89,0.29,83.7,48.8,2.2185,33.2,10.8129,54.22,0.7029,2.7387,20.5752,0.5826,2,Stressed
0.0569,0.7516,10.3147,10.3422,0.20061,39.59,0.99,93.0,48.2,1.3132,46.8,9.902,36.93,0.8352,3.8856,21.941,0.5175,2,Stressed
0.0999,-0.0022,9.8269,9.8274,0.043018,38.7,0.1,70.4,17.6,0.1189,53.6,6.6618,23.02,0.32,1.311,55.8441,0.2497,0,Healthy
-0.0056,0.0038,9.8092,9.8092,2.1e-05,38.07,0.53,43.4,15.9,0.0102,17.7,5.353,22.07,0.0176,0.0664,892.798,0.3663,3,Inactive
0.0133,0.0221,9.8073,9.8073,8.7e-05,38.44,0.16,48.7,11.8,0.038,34.2,3.9623,18.77,0.0188,0.078,893.6962,0.2428,3,Inactive
-0.004,0.009,9.7929,9.7929,9e-05,37.82,0.78,50.2,10.8,0.0301,21.5,4.9145,20.35,0.0169,0.0674,770.5369,0.214,3,Inactive
0.3335,-0.1213,10.1054,10.1116,0.326305,39.42,0.82,97.9,53.6,0.7501,21.7,10.1996,39.49,0.7239,3.045,21.4797,0.5473,2,Stressed
-0.0434,0.0188,9.7566,9.7567,0.001589,39.67,1.07,78.4,17.9,0.1156,17.8,18.0514,72.58,0.3638,1.6586,227.8428,0.2281,1,Sick
0.597,0.3003,9.9554,9.9778,0.026793,38.29,0.31,64.5,29.1,1.0427,51.7,6.4065,25.5,0.3308,1.3367,39.4963,0.4516,0,Healthy
0.0021,-0.0499,9.7291,9.7292,0.003859,37.03,1.57,110.4,17.6,0.1329,4.2,16.0337,58.9,0.2888,1.2322,170.5572,0.1592,1,Sick
0.0435,0.0431,9.8428,9.843,0.00256,40.76,2.16,81.0,14.9,0.1194,26.2,14.9208,61.51,0.1835,0.8772,192.345,0.1844,1,Sick
0.9862,1.288,9.6361,9.7717,0.219497,39.22,0.62,94.7,35.2,2.4481,11.6,9.0714,38.27,0.8075,3.2314,24.4537,0.3719,2,Stressed
0.4358,-0.6311,8.925,8.9579,0.221335,39.42,0.82,92.5,34.6,1.9519,25.8,9.5056,33.93,0.5085,2.4653,19.466,0.3747,2,Stressed
0.0006,-0.0028,9.7977,9.7977,0.000108,38.18,0.42,45.8,14.2,0.0157,25.8,3.4729,14.55,0.0157,0.059,1066.3657,0.3093,3,Inactive
0.0516,0.1905,9.2796,9.2817,0.093153,38.59,0.01,70.7,20.3,0.7725,53.9,5.8299,21.81,0.3455,1.3398,45.355,0.2873,0,Healthy
-0.0061,0.0049,9.8137,9.8137,5.7e-05,37.91,0.69,47.2,13.3,0.0148,16.8,4.0527,15.2,0.0171,0.0682,1013.0564,0.2818,3,Inactive
0.3366,0.8548,9.3639,9.4089,0.213908,38.41,0.19,96.1,46.6,1.6374,13.6,9.2044,37.71,0.7476,3.8237,17.4783,0.4846,2,Stressed
-0.0097,0.0189,9.8008,9.8008,4.4e-05,37.5,1.1,48.4,11.4,0.0378,31.4,4.4542,18.66,0.0194,0.0689,985.5197,0.2346,3,Inactive
-0.7454,0.1541,9.6257,9.6557,0.074363,39.97,1.37,92.9,32.2,1.0837,40.0,10.2565,37.29,0.5318,2.1069,30.9068,0.3464,2,Stressed
0.6477,-0.4509,9.6048,9.6372,0.055949,38.6,0.0,73.8,22.8,1.3038,59.7,6.2844,26.65,0.3487,1.4618,46.0405,0.3089,0,Healthy
0.0178,0.0254,9.8081,9.8081,5.5e-05,38.2,0.4,45.7,14.5,0.0452,14.1,3.9299,16.85,0.0171,0.0575,862.6652,0.3183,3,Inactive
1.7741,1.0996,10.092,10.3056,0.28062,38.95,0.35,87.9,42.8,3.1557,18.6,11.8303,44.59,0.7801,2.6959,21.3267,0.4866,2,Stressed
0.1647,0.2497,9.7225,9.7271,0.025142,38.74,0.14,62.8,21.3,0.502,60.1,5.794,27.36,0.3314,1.2317,50.2403,0.3391,0,Healthy
-0.0928,1.1865,10.0866,10.1566,0.061745,39.8,1.2,90.9,40.2,1.5559,58.3,7.3607,35.88,0.8405,3.1764,23.4769,0.4425,2,Stressed
-0.0924,0.0245,9.8269,9.8274,0.00196,40.85,2.25,79.4,10.2,0.1338,28.3,13.5897,70.78,0.3408,1.4708,215.8309,0.1279,1,Sick
0.3515,0.4238,9.5953,9.611,0.014843,38.51,0.09,64.5,15.8,0.99,62.9,7.6631,30.15,0.2714,1.1578,51.5773,0.245,0,Healthy
-0.7661,-0.1304,9.8082,9.8389,0.131363,40.29,1.69,100.9,37.3,0.8983,25.0,8.0756,38.6,0.596,2.3286,23.485,0.3697,2,Stressed
0.0469,-0.0086,9.8049,9.805,0.00013,38.03,0.57,43.1,15.9,0.0607,8.1,3.632,13.05,0.0172,0.0568,779.4733,0.3695,3,Inactive
0.6822,-0.2741,10.5558,10.5813,0.368674,38.81,0.21,80.9,33.3,1.702,31.6,11.0186,55.95,0.7423,3.279,19.941,0.4119,2,Stressed
0.2392,0.4652,9.9591,9.9728,0.022968,38.96,0.36,68.4,20.3,0.8535,59.2,7.8639,32.74,0.2833,0.9647,48.7472,0.2969,0,Healthy
0.7274,-0.4184,9.8885,9.924,0.097228,39.79,1.19,96.2,37.0,1.2243,41.8,10.1753,42.54,0.5345,2.2003,22.6296,0.3844,2,Stressed
0.0308,0.0102,9.8104,9.8104,9.8e-05,37.98,0.62,43.3,14.5,0.0413,20.8,4.4,15.65,0.0213,0.0846,821.4197,0.3345,3,Inactive
0.024,-0.0098,9.8214,9.8214,6.1e-05,37.88,0.72,46.8,16.2,0.0451,23.9,4.6004,16.9,0.0162,0.064,1005.1126,0.3461,3,Inactive
0.0036,0.0026,9.8021,9.8021,6.9e-05,37.89,0.71,48.9,13.3,0.0141,22.0,3.1733,13.93,0.0171,0.0585,994.354,0.2717,3,Inactive
0.6994,0.5133,11.1931,11.2267,0.33207,39.11,0.51,108.1,45.3,2.5958,44.3,11.563,51.97,0.8481,3.279,20.3522,0.419,2,Stressed
0.4787,-0.0495,9.9053,9.917,0.036381,38.6,0.0,74.5,23.9,0.6236,58.2,6.1183,22.91,0.2405,0.9832,52.8981,0.3209,0,Healthy
-1.419,-0.7791,9.6359,9.771,0.246076,38.7,0.1,84.3,41.2,2.3722,40.7,11.2586,48.16,0.6877,3.2617,20.4759,0.4882,2,Stressed
0.0355,-0.0235,9.8096,9.8097,0.002903,40.29,1.69,99.7,10.2,0.0593,6.9,20.1334,90.62,0.335,1.4755,236.4024,0.1023,1,Sick
0.3717,1.0323,9.7659,9.8273,0.240238,39.44,0.84,88.6,30.1,1.4481,17.2,9.9776,37.71,0.7343,3.8237,17.6372,0.3397,2,Stressed
0.0623,-0.0055,9.8294,9.8296,0.000173,38.03,0.57,44.2,13.4,0.0873,25.9,3.6769,16.73,0.0189,0.0783,793.0948,0.3022,3,Inactive
-1.2596,-0.0859,8.9746,9.0629,0.248782,39.84,1.24,97.4,49.1,2.1809,37.6,10.6825,51.63,0.5343,2.254,19.2177,0.5043,2,Stressed
1.9665,-0.554,9.4466,9.665,0.13746,39.87,1.27,112.6,40.3,2.8839,29.1,8.8767,40.73,0.7009,2.9449,23.0858,0.3582,2,Stressed
